clinicRef,clinicName,clinicAddr,clinicTel,city,groupRef,groupName,groupTel,hos1Ref,hos1Name,hos2Ref,hos2Name,hos3Ref,hos3Name,hos4Ref,hos4Name
3501121636,希文耳鼻喉科診所,台北市南港區忠孝東路6段234號,02-27854868,臺北市,1010100313,松山,(02)8758-5886,0101090517,臺北市立聯合醫院,1101020018,國泰醫療財團法人國泰綜合醫院,,,,
3501010816,詹前俊小兒科診所,台北市松山區民生東路5段105號,02-27653039,臺北市,1010200115,大安民生,0983-701398,1101020018,國泰醫療財團法人國泰綜合醫院,1101010021,基督復臨安息日會醫療財團法人臺安醫院,,,,
3501021711,施崇仁耳鼻喉科診所,台北市大安區和平東路2段311巷13號1樓,02-27091100,臺北市,1010200115,大安民生,0983-701398,1101020018,國泰醫療財團法人國泰綜合醫院,1101010021,基督復臨安息日會醫療財團法人臺安醫院,,,,
3501028845,那明珠診所,台北市大安區和平東路3段8號,02-27360589,臺北市,1010200115,大安民生,0983-701398,1101020018,國泰醫療財團法人國泰綜合醫院,1101010021,基督復臨安息日會醫療財團法人臺安醫院,,,,
3501010816,詹前俊小兒科診所,台北市松山區民生東路5段105號,02-27653039,臺北市,1010200115,大安民生,0983-701398,1101020018,國泰醫療財團法人國泰綜合醫院,1101010021,基督復臨安息日會醫療財團法人臺安醫院,,,,
3501022914,佳音診所,台北市大安區復興南路1段261之3號1樓,02-27054430,臺北市,1010200115,大安民生,0983-701398,1101020018,國泰醫療財團法人國泰綜合醫院,1101010021,基督復臨安息日會醫療財團法人臺安醫院,,,,
3501029351,邱醫師診所,台北市大安區和平東路3段288號,02-27392696,臺北市,1010200115,大安民生,0983-701398,1101020018,國泰醫療財團法人國泰綜合醫院,1101010021,基督復臨安息日會醫療財團法人臺安醫院,,,,
3501021391,全家聯合診所,台北市大安區和平東路2段353號,02-27067575,臺北市,1010200115,大安民生,0983-701398,1101020018,國泰醫療財團法人國泰綜合醫院,1101010021,基督復臨安息日會醫療財團法人臺安醫院,,,,
3501023537,景德耳鼻喉科診所,台北市大安區和平東路2段191號,02-27091363,臺北市,1010200115,大安民生,0983-701398,1101020018,國泰醫療財團法人國泰綜合醫院,1101010021,基督復臨安息日會醫療財團法人臺安醫院,,,,
3501020849,向安婦產科外科診所,台北市大安區和平東路1段197號1樓,02-23952633,臺北市,1010200115,大安民生,0983-701398,1101020018,國泰醫療財團法人國泰綜合醫院,1101010021,基督復臨安息日會醫療財團法人臺安醫院,,,,
3501029628,黃文香兒科診所,台北市大安區忠孝東路4段250號2樓之1,02-27313305,臺北市,1010200115,大安民生,0983-701398,1101020018,國泰醫療財團法人國泰綜合醫院,1101010021,基督復臨安息日會醫療財團法人臺安醫院,,,,
3501022843,啟誠聯合診所,"台北市大安區和平東路2段120號1.2.3,4樓",02-23784380,臺北市,1010200115,大安民生,0983-701398,1101020018,國泰醫療財團法人國泰綜合醫院,1101010021,基督復臨安息日會醫療財團法人臺安醫院,,,,
3501010227,謝耳鼻喉科診所,台北市松山區民生東路5段148號2樓,02-27697891,臺北市,1010200115,大安民生,0983-701398,1101020018,國泰醫療財團法人國泰綜合醫院,1101010021,基督復臨安息日會醫療財團法人臺安醫院,,,,
3501090065,王佳文內兒科診所,台北市大同區重慶北路3段274-1號,02-25932555,臺北市,1010900010,保安,0921-544331,0101090517,臺北市立聯合醫院,1101100011,財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院,,,,
3501092952,逸松外科診所,台北市大同區重慶北路2段190號,02-25530955,臺北市,1010900010,保安,0921-544331,0101090517,臺北市立聯合醫院,1101100011,財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院,,,,
3501091508,包眼科診所,台北市大同區保安街54-1號,02-25537526,臺北市,1010900010,保安,0921-544331,0101090517,臺北市立聯合醫院,1101100011,財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院,,,,
3501090065,王佳文內兒科診所,台北市大同區重慶北路3段274-1號,02-25932555,臺北市,1010900010,保安,0921-544331,0101090517,臺北市立聯合醫院,1101100011,財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院,,,,
3501090458,施小兒科診所,台北市大同區重慶北路3段28號,02-25941935,臺北市,1010900010,保安,0921-544331,0101090517,臺北市立聯合醫院,1101100011,財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院,,,,
3501106102,中山民權王耳鼻喉科診所,台北市中山區中山北路2段166號之2,02-25948758,臺北市,1011000013,中山,0921-544331,0101090517,臺北市立聯合醫院,1101100011,財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院,,,,
3501093584,建順診所,台北市大同區甘州街51號,02-25573250,臺北市,1011000013,中山,0921-544331,0101090517,臺北市立聯合醫院,1101100011,財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院,,,,
3501093299,羅源彰診所,台北市大同區長安西路137號,02-25552500,臺北市,1011000013,中山,0921-544331,0101090517,臺北市立聯合醫院,1101100011,財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院,,,,
3501105310,高固？診所,台北市中山區北安路607、613號及595巷1號地下一層樓,02-25323036,臺北市,1011000013,中山,0921-544331,0101090517,臺北市立聯合醫院,1101100011,財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院,,,,
3501102622,宗北內科診所,台北市中山區民生西路24號2樓,02-25411001,臺北市,1011000013,中山,0921-544331,0101090517,臺北市立聯合醫院,1101100011,財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院,,,,
3501092989,聖心婦產科診所,台北市大同區保安街1-1號,02-25531346,臺北市,1011000013,中山,0921-544331,0101090517,臺北市立聯合醫院,1101100011,財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院,,,,
3501092989,聖心婦產科診所,台北市大同區保安街1-1號,02-25531346,臺北市,1011000013,中山,0921-544331,0101090517,臺北市立聯合醫院,1101100011,財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院,,,,
3501101385,王三郎婦產科診所,台北市中山區中山北路2段166號-2,02-25948759,臺北市,1011000013,中山,0921-544331,0101090517,臺北市立聯合醫院,1101100011,財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院,,,,
3501093299,羅源彰診所,台北市大同區長安西路137號,02-25552500,臺北市,1011000013,中山,0921-544331,0101090517,臺北市立聯合醫院,1101100011,財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院,,,,
3501107645,惟?診所,台北市中山區北安路607號、613號及595巷1號地下一層樓,02-25323038,臺北市,1011000013,中山,0921-544331,0101090517,臺北市立聯合醫院,1101100011,財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院,,,,
3501113134,焉醫師診所,台北市內湖區內湖路2段357之1號1樓,02-27932008,臺北市,1011100305,汐湖照護網,02-87268376,0401180014,國立臺灣大學醫學院附設醫院,0501110514,三軍總醫院附設民眾診療服務處,,,,
3501113036,祐生復健科診所,台北市內湖區康寧路3段39號3、4、5樓,02-26341998,臺北市,1011100305,汐湖照護網,02-87268376,0401180014,國立臺灣大學醫學院附設醫院,0501110514,三軍總醫院附設民眾診療服務處,,,,
3531110187,鄭漢財耳鼻喉科診所,新北市汐止區忠孝東路239號2樓,02-26430362,新北市,1011100305,汐湖照護網,02-87268376,0401180014,國立臺灣大學醫學院附設醫院,0501110514,三軍總醫院附設民眾診療服務處,,,,
3531112994,祐一復健科診所,新北市汐止區康寧街410號1~2樓,02-26958880,新北市,1011100305,汐湖照護網,02-87268376,0401180014,國立臺灣大學醫學院附設醫院,0501110514,三軍總醫院附設民眾診療服務處,,,,
3531112154,彭耳鼻喉專科診所,新北市汐止區中興路226號,02-86932293,新北市,1011100305,汐湖照護網,02-87268376,0401180014,國立臺灣大學醫學院附設醫院,0501110514,三軍總醫院附設民眾診療服務處,,,,
3531111022,陳正恆小兒科診所,新北市汐止區福德一路220號1樓,02-86931716,新北市,1011100305,汐湖照護網,02-87268376,0401180014,國立臺灣大學醫學院附設醫院,0501110514,三軍總醫院附設民眾診療服務處,,,,
3531112154,彭耳鼻喉專科診所,新北市汐止區中興路226號,02-86932293,新北市,1011100305,汐湖照護網,02-87268376,0401180014,國立臺灣大學醫學院附設醫院,0501110514,三軍總醫院附設民眾診療服務處,,,,
3501110268,振興內兒科診所,台北市內湖區成功路3段193號,02-27906179,臺北市,1011100310,內湖,(02)2634-5393,0501110514,三軍總醫院附設民眾診療服務處,1101110026,康寧醫療財團法人康寧醫院,,,,
3501110482,雙湖診所,台北市內湖區金龍路49號1樓,02-27910066,臺北市,1011100310,內湖,(02)2634-5393,0501110514,三軍總醫院附設民眾診療服務處,1101110026,康寧醫療財團法人康寧醫院,,,,
3501110571,劉淦華診所,台北市內湖區金龍路43號1樓,02-27905374,臺北市,1011100310,內湖,(02)2634-5393,0501110514,三軍總醫院附設民眾診療服務處,1101110026,康寧醫療財團法人康寧醫院,,,,
3501110115,王慶森診所,台北市內湖區港墘路65號,02-27986052,臺北市,1011100310,內湖,(02)2634-5393,0501110514,三軍總醫院附設民眾診療服務處,1101110026,康寧醫療財團法人康寧醫院,,,,
3501110017,陳德駿婦產科診所,台北市內湖區文德路8號2樓,02-27974455,臺北市,1011100310,內湖,(02)2634-5393,0501110514,三軍總醫院附設民眾診療服務處,1101110026,康寧醫療財團法人康寧醫院,,,,
3501110231,康育診所,台北市內湖區成功路3段189號1樓,02-27909134,臺北市,1011100310,內湖,(02)2634-5393,0501110514,三軍總醫院附設民眾診療服務處,1101110026,康寧醫療財團法人康寧醫院,,,,
3501111167,西湖安康診所,台北市內湖區內湖路1段285巷65弄18號1樓,02-26580838,臺北市,1011100910,健康內湖,(02)2794-5664,0501110514,三軍總醫院附設民眾診療服務處,1101020018,國泰醫療財團法人國泰綜合醫院,,,,
3501110080,陳森豊診所,台北市內湖區環山路1段2號1樓及2樓,02-27990361,臺北市,1011100910,健康內湖,(02)2794-5664,0501110514,三軍總醫院附設民眾診療服務處,1101020018,國泰醫療財團法人國泰綜合醫院,,,,
3501110802,德文復健科診所,台北市內湖區成功路4段36號2樓,02-27943684,臺北市,1011100910,健康內湖,(02)2794-5664,0501110514,三軍總醫院附設民眾診療服務處,1101020018,國泰醫療財團法人國泰綜合醫院,,,,
3501110802,德文復健科診所,台北市內湖區成功路4段36號2樓,02-27943684,臺北市,1011100910,健康內湖,(02)2794-5664,0501110514,三軍總醫院附設民眾診療服務處,1101020018,國泰醫療財團法人國泰綜合醫院,,,,
3501112520,顏鳳麟婦產科診所,台北市內湖區成功路4段28號2樓,02-87929756,臺北市,1011100910,健康內湖,(02)2794-5664,0501110514,三軍總醫院附設民眾診療服務處,1101020018,國泰醫療財團法人國泰綜合醫院,,,,
3501010012,榮恩耳鼻喉科小兒科聯合診所,台北市松山區南京東路5段258號,02-27688749,臺北市,1011200304,永春照護網,02-87268379,0401180014,國立臺灣大學醫學院附設醫院,0101090517,臺北市立聯合醫院,0501110514,三軍總醫院附設民眾診療服務處,,
3501170255,朱耳鼻喉科診所,台北市信義區忠孝東路5段452號,02-27209172,臺北市,1011200304,永春照護網,02-87268379,0401180014,國立臺灣大學醫學院附設醫院,0101090517,臺北市立聯合醫院,0501110514,三軍總醫院附設民眾診療服務處,,
3501173425,林應然小兒科診所,台北市信義區福德街75號,02-27595328,臺北市,1011200304,永春照護網,02-87268379,0401180014,國立臺灣大學醫學院附設醫院,0101090517,臺北市立聯合醫院,0501110514,三軍總醫院附設民眾診療服務處,,
3501014127,沛恩診所,台北市松山區南京東路四段69號2樓,02-25465065,臺北市,1011200304,永春照護網,02-87268379,0401180014,國立臺灣大學醫學院附設醫院,0101090517,臺北市立聯合醫院,0501110514,三軍總醫院附設民眾診療服務處,,
3501171529,詠康復健科診所,台北市信義區忠孝東路5段242號3樓244號3樓,02-27582678,臺北市,1011200304,永春照護網,02-87268379,0401180014,國立臺灣大學醫學院附設醫院,0101090517,臺北市立聯合醫院,0501110514,三軍總醫院附設民眾診療服務處,,
3501150575,鄭醫師診所,台北市士林區延平北路5段120號1、2樓,02-28127412,臺北市,1011500410,陽明欒樹,0991120137,0101090517,臺北市立聯合醫院,1101150011,新光醫療財團法人新光吳火獅紀念醫院,,,,
3501150208,李世澤小兒科內科診所,台北市士林區社子街67號,02-28111472,臺北市,1011500410,陽明欒樹,0991120137,0101090517,臺北市立聯合醫院,1101150011,新光醫療財團法人新光吳火獅紀念醫院,,,,
3501160204,吉安診所,台北市北投區西安街1段281巷18號,02-28231832,臺北市,1011500410,陽明欒樹,0991120137,0101090517,臺北市立聯合醫院,1101150011,新光醫療財團法人新光吳火獅紀念醫院,,,,
3501162502,惠康診所,台北市北投區西安街2段113號,02-28283964,臺北市,1011500410,陽明欒樹,0991120137,0101090517,臺北市立聯合醫院,1101150011,新光醫療財團法人新光吳火獅紀念醫院,,,,
3501151750,芝山診所,台北市士林區忠義街82號1樓,02-28362780,臺北市,1011500410,陽明欒樹,0991120137,0101090517,臺北市立聯合醫院,1101150011,新光醫療財團法人新光吳火獅紀念醫院,,,,
3501150422,存德小兒科診所,台北市士林區文林路460號,02-28342567,臺北市,1011500410,陽明欒樹,0991120137,0101090517,臺北市立聯合醫院,1101150011,新光醫療財團法人新光吳火獅紀念醫院,,,,
3501150306,黃耀明診所,台北市士林區中正路322號1樓,02-28320657,臺北市,1011500410,陽明欒樹,0991120137,0101090517,臺北市立聯合醫院,1101150011,新光醫療財團法人新光吳火獅紀念醫院,,,,
3501151018,林博通醫師診所,台北市士林區通河街60號1樓,02-28851148,臺北市,1011500411,陽明(草山),0978-856992,0101090517,臺北市立聯合醫院,1101150011,新光醫療財團法人新光吳火獅紀念醫院,,,,
3501151849,忠誠聯合診所,台北市士林區德行東路109巷102弄6號1樓,02-88661176,臺北市,1011500411,陽明(草山),0978-856992,0101090517,臺北市立聯合醫院,1101150011,新光醫療財團法人新光吳火獅紀念醫院,,,,
3501153236,貝爾聯合診所,台北市士林區中山北路7段82巷9號1摟,02-28729980,臺北市,1011500411,陽明(草山),0978-856992,0101090517,臺北市立聯合醫院,1101150011,新光醫療財團法人新光吳火獅紀念醫院,,,,
3501162879,陳珀勳診所,台北市北投區明德路85號,02-28206263,臺北市,1011500411,陽明(草山),0978-856992,0101090517,臺北市立聯合醫院,1101150011,新光醫療財團法人新光吳火獅紀念醫院,,,,
3501151661,家庭醫師張正弘診所,台北市士林區天玉街38巷9號,02-28747399,臺北市,1011500411,陽明(草山),0978-856992,0101090517,臺北市立聯合醫院,1101150011,新光醫療財團法人新光吳火獅紀念醫院,,,,
3501160099,石牌李力成診所,台北市北投區西安街1段281巷15號,02-28272849,臺北市,1011500414,陽明(群五),0991-127937,0101090517,臺北市立聯合醫院,,,,,,
3501151974,蕭雨青小兒科診所,台北市士林區延平北路5段292號1樓,02-28126415,臺北市,1011500414,陽明(群五),0991-127937,0101090517,臺北市立聯合醫院,,,,,,
3501150413,柯耳鼻喉科診所,台北市士林區大東路144號,02-28828825,臺北市,1011500414,陽明(群五),0991-127937,0101090517,臺北市立聯合醫院,,,,,,
3501160731,林文正耳鼻喉科診所,台北市北投區明德路117號,02-28261083,臺北市,1011500414,陽明(群五),0991-127937,0101090517,臺北市立聯合醫院,,,,,,
3501160099,石牌李力成診所,台北市北投區西安街1段281巷15號,02-28272849,臺北市,1011500414,陽明(群五),0991-127937,0101090517,臺北市立聯合醫院,,,,,,
3531142938,黃天一耳鼻喉科診所,新北市蘆洲區中山一路180號1樓,02-82811100,新北市,1011500414,陽明(群五),0991-127937,0101090517,臺北市立聯合醫院,,,,,,
3501162806,康田診所,台北市北投區自強街76號,02-28210988,臺北市,1011500415,陽明(聯合),0991-124174,0101090517,臺北市立聯合醫院,,,,,,
3501161032,陳獻明小兒科診所,台北市北投區中央南路1段69號1樓,02-28928950,臺北市,1011500415,陽明(聯合),0991-124174,0101090517,臺北市立聯合醫院,,,,,,
3501162566,美康診所,台北市北投區光明路2巷9-2號,02-28953663,臺北市,1011500415,陽明(聯合),0991-124174,0101090517,臺北市立聯合醫院,,,,,,
3501151125,蘇惠珍皮膚科診所,台北市士林區忠義街83號,02-28383090,臺北市,1011500415,陽明(聯合),0991-124174,0101090517,臺北市立聯合醫院,,,,,,
3501113090,誠康診所,台北市內湖區內湖路1段585號,02-26572585,臺北市,1011500415,陽明(聯合),0991-124174,0101090517,臺北市立聯合醫院,,,,,,
3501151269,粱耳鼻喉科診所,台北市士林區社正路12-1號,02-28168456,臺北市,1011500710,士林,(02)2826-7449,1101160017,振興醫療財團法人振興醫院,0601160016,臺北榮民總醫院,,,,
3501153138,鄭福山婦產科診所,台北市士林區中山北路6段256號,02-28385428,臺北市,1011500710,士林,(02)2826-7449,1101160017,振興醫療財團法人振興醫院,0601160016,臺北榮民總醫院,,,,
3501153370,台美診所,台北市士林區中山北路6段192號,02-28369595,臺北市,1011500710,士林,(02)2826-7449,1101160017,振興醫療財團法人振興醫院,0601160016,臺北榮民總醫院,,,,
3501154288,天母康健身心診所,台北市士林區德行西路100號,02-28378787,臺北市,1011500710,士林,(02)2826-7449,1101160017,振興醫療財團法人振興醫院,0601160016,臺北榮民總醫院,,,,
3501151714,安寧診所,台北市士林區華齡街2巷5號1樓,02-28815367,臺北市,1011500710,士林,(02)2826-7449,1101160017,振興醫療財團法人振興醫院,0601160016,臺北榮民總醫院,,,,
3501151643,梁如蘭眼科診所,台北市士林區中山北路6段266號1樓,02-28338539,臺北市,1011500710,士林,(02)2826-7449,1101160017,振興醫療財團法人振興醫院,0601160016,臺北榮民總醫院,,,,
3501154082,博政骨科診所,台北市士林區德行西路99號1樓、101號1樓,02-28361990,臺北市,1011500710,士林,(02)2826-7449,1101160017,振興醫療財團法人振興醫院,0601160016,臺北榮民總醫院,,,,
3501160973,蔡秉勳小兒科診所,台北市北投區中和街281號1樓,02-28966525,臺北市,1011600712,北投,(02)2826-7449,1101160017,振興醫療財團法人振興醫院,0601160016,臺北榮民總醫院,,,,
3501160286,永安家庭醫學科診所,台北市北投區中央北路1段172號(實際使用:一、二層),02-28940888,臺北市,1011600712,北投,(02)2826-7449,1101160017,振興醫療財團法人振興醫院,0601160016,臺北榮民總醫院,,,,
3501160982,清田婦產科家醫科診所,台北市北投區中和街268號,02-28931323,臺北市,1011600712,北投,(02)2826-7449,1101160017,振興醫療財團法人振興醫院,0601160016,臺北榮民總醫院,,,,
3501160231,洪耳鼻喉科診所,台北市北投區中央南路1段43號,02-28928769,臺北市,1011600712,北投,(02)2826-7449,1101160017,振興醫療財團法人振興醫院,0601160016,臺北榮民總醫院,,,,
3501160982,清田婦產科家醫科診所,台北市北投區中和街268號,02-28931323,臺北市,1011600712,北投,(02)2826-7449,1101160017,振興醫療財團法人振興醫院,0601160016,臺北榮民總醫院,,,,
3501160286,永安家庭醫學科診所,台北市北投區中央北路1段172號(實際使用:一、二層),02-28940888,臺北市,1011600712,北投,(02)2826-7449,1101160017,振興醫療財團法人振興醫院,0601160016,臺北榮民總醫院,,,,
3531100421,李兆然家醫科診所,新北市淡水區學府路18號,02-26299833,新北市,1011600712,北投,(02)2826-7449,1101160017,振興醫療財團法人振興醫院,0601160016,臺北榮民總醫院,,,,
3501162664,王永良診所,台北市北投區自強街94號,02-28227287,臺北市,1011600714,石牌,(02)2826-7449,1101160017,振興醫療財團法人振興醫院,0601160016,臺北榮民總醫院,,,,
3501161121,邱耳鼻喉科診所,台北市北投區石牌路1段23號1、2樓,02-28279222,臺北市,1011600714,石牌,(02)2826-7449,1101160017,振興醫療財團法人振興醫院,0601160016,臺北榮民總醫院,,,,
3501161363,昱德聯合診所,台北市北投區光明路102號,02-28975050,臺北市,1011600714,石牌,(02)2826-7449,1101160017,振興醫療財團法人振興醫院,0601160016,臺北榮民總醫院,,,,
3501153745,愛林診所,台北市士林區後港街210號1、2樓,02-28836881,臺北市,1011600714,石牌,(02)2826-7449,1101160017,振興醫療財團法人振興醫院,0601160016,臺北榮民總醫院,,,,
3501162673,翰譽耳鼻喉科診所,台北市北投區中央南路1段189號,02-28959986,臺北市,1011600714,石牌,(02)2826-7449,1101160017,振興醫療財團法人振興醫院,0601160016,臺北榮民總醫院,,,,
3501162486,王志靈診所,台北市北投區實踐街44號,02-28227397,臺北市,1011600714,石牌,(02)2826-7449,1101160017,振興醫療財團法人振興醫院,0601160016,臺北榮民總醫院,,,,
3501160482,宏德診所,台北市北投區尊賢街272號,02-28212115,臺北市,1011603003,磺溪照護網,02-87268378,0401180014,國立臺灣大學醫學院附設醫院,0601160016,臺北榮民總醫院,,,,
3501153512,志明眼科診所〈士東聯合診所〉,台北市士林區中山北路6段776巷82號B1,02-28743105,臺北市,1011603003,磺溪照護網,02-87268378,0401180014,國立臺灣大學醫學院附設醫院,0601160016,臺北榮民總醫院,,,,
3501163027,周仁德診所,台北市北投區中和街55號1樓,02-28973177,臺北市,1011603003,磺溪照護網,02-87268378,0401180014,國立臺灣大學醫學院附設醫院,0601160016,臺北榮民總醫院,,,,
3501163036,黃正宏診所,台北市北投區西安街1段359號,02-28217076,臺北市,1011603003,磺溪照護網,02-87268378,0401180014,國立臺灣大學醫學院附設醫院,0601160016,臺北榮民總醫院,,,,
3501153521,信恩復健科診所〈士東聯合診所〉,台北市士林區中山北路6段776巷82號B1,02-28749610,臺北市,1011603003,磺溪照護網,02-87268378,0401180014,國立臺灣大學醫學院附設醫院,0601160016,臺北榮民總醫院,,,,
3501161149,余世仁復健科診所,台北市北投區中央北路1段10號1樓,02-28937228,臺北市,1011603003,磺溪照護網,02-87268378,0401180014,國立臺灣大學醫學院附設醫院,0601160016,臺北榮民總醫院,,,,
2101120014,臺北市立聯合醫院附設南港門診部,台北市南港區南港路1段360號1樓,02-27868756,臺北市,1011700311,台北東區,(02)8758-5885,0101090517,臺北市立聯合醫院,1101020018,國泰醫療財團法人國泰綜合醫院,,,,
3501183592,奕康耳鼻喉科診所,台北市中正區連雲街72號2樓,02-23212788,臺北市,1011700311,台北東區,(02)8758-5885,0101090517,臺北市立聯合醫院,1101020018,國泰醫療財團法人國泰綜合醫院,,,,
3501172893,姚醫師診所,台北市信義區忠孝東路5段396號2樓,02-87898822,臺北市,1011700311,台北東區,(02)8758-5885,0101090517,臺北市立聯合醫院,1101020018,國泰醫療財團法人國泰綜合醫院,,,,
3501173336,登瑞安診所,台北市信義區林口街232號1樓,02-27265228,臺北市,1011700311,台北東區,(02)8758-5885,0101090517,臺北市立聯合醫院,1101020018,國泰醫療財團法人國泰綜合醫院,,,,
2101120014,臺北市立聯合醫院附設南港門診部,台北市南港區南港路1段360號1樓,02-27868756,臺北市,1011700311,台北東區,(02)8758-5885,0101090517,臺北市立聯合醫院,1101020018,國泰醫療財團法人國泰綜合醫院,,,,
3501183592,奕康耳鼻喉科診所,台北市中正區連雲街72號2樓,02-23212788,臺北市,1011700311,台北東區,(02)8758-5885,0101090517,臺北市立聯合醫院,1101020018,國泰醫療財團法人國泰綜合醫院,,,,
3501010414,松山內兒科診所,台北市松山區八德路4段255號,02-27658676,臺北市,1011700510,北醫大(一),(02)2735-9903,1301170017,臺北醫學大學附設醫院,,,,,,
3501170513,張葉森診所,台北市信義區永吉路30巷15號,02-27631170,臺北市,1011700510,北醫大(一),(02)2735-9903,1301170017,臺北醫學大學附設醫院,,,,,,
3501010736,林忠志診所,台北市松山區南京東路5段291巷20弄3-3號,02-27689577,臺北市,1011700510,北醫大(一),(02)2735-9903,1301170017,臺北醫學大學附設醫院,,,,,,
3501025255,適健復健科診所,台北市大安區忠孝東路4段166號8、9樓,02-87717039,臺北市,1011700510,北醫大(一),(02)2735-9903,1301170017,臺北醫學大學附設醫院,,,,,,
