"","clinicRef","clinicName","clinicAddr","city","groupRef","groupName","hos1Ref","hos1Name","hos2Ref","hos2Name","hos3Ref","hos3Name","hos4Ref","hos4Name","lon","lat"
"24","3501023537","景德耳鼻喉科診所","台北市大安區和平東路2段191號","臺北市","1010200115","大安民生","1101020018","國泰醫療財團法人國泰綜合醫院","1101010021","基督復臨安息日會醫療財團法人臺安醫院",NA,"",NA,"",121.5421827,25.0252665
"25","3501022843","啟誠聯合診所","台北市大安區和平東路2段120號1.2.3,4樓","臺北市","1010200115","大安民生","1101020018","國泰醫療財團法人國泰綜合醫院","1101010021","基督復臨安息日會醫療財團法人臺安醫院",NA,"",NA,"",121.5402088,25.0218766
"26","3501021711","施崇仁耳鼻喉科診所","台北市大安區和平東路2段311巷13號1樓","臺北市","1010200115","大安民生","1101020018","國泰醫療財團法人國泰綜合醫院","1101010021","基督復臨安息日會醫療財團法人臺安醫院",NA,"",NA,"",121.5451527,25.0251556
"27","3501028845","那明珠診所","台北市大安區和平東路3段8號","臺北市","1010200115","大安民生","1101020018","國泰醫療財團法人國泰綜合醫院","1101010021","基督復臨安息日會醫療財團法人臺安醫院",NA,"",NA,"",121.5470747,25.0245656
"28","3501022647","李翔耳鼻喉科診所","台北市大安區和平東路2段30號1樓","臺北市","1010200115","大安民生","1101020018","國泰醫療財團法人國泰綜合醫院","1101010021","基督復臨安息日會醫療財團法人臺安醫院",NA,"",NA,"",121.536813,25.025527
"29","3501010227","謝耳鼻喉科診所","台北市松山區民生東路5段148號2樓","臺北市","1010200115","大安民生","1101020018","國泰醫療財團法人國泰綜合醫院","1101010021","基督復臨安息日會醫療財團法人臺安醫院",NA,"",NA,"",121.5621406,25.058491
"30","3501091508","包眼科診所","台北市大同區保安街54-1號","臺北市","1010900010","保安","101090517","臺北市立聯合醫院","1101100011","財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院",NA,"",NA,"",121.51265,25.059027
"31","3501090065","王佳文內兒科診所","台北市大同區重慶北路3段274-1號","臺北市","1010900010","保安","101090517","臺北市立聯合醫院","1101100011","財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院",NA,"",NA,"",121.5136166,25.0718686
"32","3501091508","包眼科診所","台北市大同區保安街54-1號","臺北市","1010900010","保安","101090517","臺北市立聯合醫院","1101100011","財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院",NA,"",NA,"",121.51265,25.059027
"33","3501100217","陳炯輝診所","台北市中山區民生東路2段103號","臺北市","1010900010","保安","101090517","臺北市立聯合醫院","1101100011","財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院",NA,"",NA,"",121.5311319,25.05808
"34","3501092952","逸松外科診所","台北市大同區重慶北路2段190號","臺北市","1010900010","保安","101090517","臺北市立聯合醫院","1101100011","財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院",NA,"",NA,"",121.5133278,25.062495
"35","3501102622","宗北內科診所","台北市中山區民生西路24號2樓","臺北市","1011000013","中山","101090517","臺北市立聯合醫院","1101100011","財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院",NA,"",NA,"",121.5219287,25.0576678
"36","3501107645","惟?診所","台北市中山區北安路607號、613號及595巷1號地下一層樓","臺北市","1011000013","中山","101090517","臺北市立聯合醫院","1101100011","財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院",NA,"",NA,"",121.54876,25.0824009
"37","3501106102","中山民權王耳鼻喉科診所","台北市中山區中山北路2段166號之2","臺北市","1011000013","中山","101090517","臺北市立聯合醫院","1101100011","財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院",NA,"",NA,"",121.5224238,25.0630997
"38","3501093299","羅源彰診所","台北市大同區長安西路137號","臺北市","1011000013","中山","101090517","臺北市立聯合醫院","1101100011","財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院",NA,"",NA,"",121.515086,25.0514479
"39","3501103076","德容聯合診所","台北市中山區吉林路197號、197號2樓","臺北市","1011000013","中山","101090517","臺北市立聯合醫院","1101100011","財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院",NA,"",NA,"",121.5303846,25.059889
"40","3501093584","建順診所","台北市大同區甘州街51號","臺北市","1011000013","中山","101090517","臺北市立聯合醫院","1101100011","財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院",NA,"",NA,"",121.5128103,25.0598023
"41","3501092989","聖心婦產科診所","台北市大同區保安街1-1號","臺北市","1011000013","中山","101090517","臺北市立聯合醫院","1101100011","財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院",NA,"",NA,"",121.5144032,25.0594016
"42","3501101385","王三郎婦產科診所","台北市中山區中山北路2段166號-2","臺北市","1011000013","中山","101090517","臺北市立聯合醫院","1101100011","財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院",NA,"",NA,"",121.5224238,25.0630997
"43","3501106102","中山民權王耳鼻喉科診所","台北市中山區中山北路2段166號之2","臺北市","1011000013","中山","101090517","臺北市立聯合醫院","1101100011","財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院",NA,"",NA,"",121.5224238,25.0630997
"44","3501107645","惟?診所","台北市中山區北安路607號、613號及595巷1號地下一層樓","臺北市","1011000013","中山","101090517","臺北市立聯合醫院","1101100011","財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院",NA,"",NA,"",121.54876,25.0824009
"45","3501113036","祐生復健科診所","台北市內湖區康寧路3段39號3、4、5樓","臺北市","1011100305","汐湖照護網","401180014","國立臺灣大學醫學院附設醫院","501110514","三軍總醫院附設民眾診療服務處",NA,"",NA,"",121.6071824,25.0727859
"46","3501113134","焉醫師診所","台北市內湖區內湖路2段357之1號1樓","臺北市","1011100305","汐湖照護網","401180014","國立臺灣大學醫學院附設醫院","501110514","三軍總醫院附設民眾診療服務處",NA,"",NA,"",121.5923078,25.0837693
"47","3531110187","鄭漢財耳鼻喉科診所","新北市汐止區忠孝東路239號2樓","新北市","1011100305","汐湖照護網","401180014","國立臺灣大學醫學院附設醫院","501110514","三軍總醫院附設民眾診療服務處",NA,"",NA,"",121.6627476,25.0673971
"48","3531112994","祐一復健科診所","新北市汐止區康寧街410號1~2樓","新北市","1011100305","汐湖照護網","401180014","國立臺灣大學醫學院附設醫院","501110514","三軍總醫院附設民眾診療服務處",NA,"",NA,"",121.6306516,25.0680775
"49","3531112154","彭耳鼻喉專科診所","新北市汐止區中興路226號","新北市","1011100305","汐湖照護網","401180014","國立臺灣大學醫學院附設醫院","501110514","三軍總醫院附設民眾診療服務處",NA,"",NA,"",121.630983,25.066718
"50","3531111022","陳正恆小兒科診所","新北市汐止區福德一路220號1樓","新北市","1011100305","汐湖照護網","401180014","國立臺灣大學醫學院附設醫院","501110514","三軍總醫院附設民眾診療服務處",NA,"",NA,"",121.634312,25.0652059
"51","3531112154","彭耳鼻喉專科診所","新北市汐止區中興路226號","新北市","1011100305","汐湖照護網","401180014","國立臺灣大學醫學院附設醫院","501110514","三軍總醫院附設民眾診療服務處",NA,"",NA,"",121.630983,25.066718
"52","3501110571","劉淦華診所","台北市內湖區金龍路43號1樓","臺北市","1011100310","內湖","501110514","三軍總醫院附設民眾診療服務處","1101110026","康寧醫療財團法人康寧醫院",NA,"",NA,"",121.5938903,25.0849314
"53","3501110017","陳德駿婦產科診所","台北市內湖區文德路8號2樓","臺北市","1011100310","內湖","501110514","三軍總醫院附設民眾診療服務處","1101110026","康寧醫療財團法人康寧醫院",NA,"",NA,"",121.5789662,25.0784553
"54","3501110231","康育診所","台北市內湖區成功路3段189號1樓","臺北市","1011100310","內湖","501110514","三軍總醫院附設民眾診療服務處","1101110026","康寧醫療財團法人康寧醫院",NA,"",NA,"",121.5907957,25.0803864
"55","3501110268","振興內兒科診所","台北市內湖區成功路3段193號","臺北市","1011100310","內湖","501110514","三軍總醫院附設民眾診療服務處","1101110026","康寧醫療財團法人康寧醫院",NA,"",NA,"",121.5909454,25.0804515
"56","3501110482","雙湖診所","台北市內湖區金龍路49號1樓","臺北市","1011100310","內湖","501110514","三軍總醫院附設民眾診療服務處","1101110026","康寧醫療財團法人康寧醫院",NA,"",NA,"",121.5936263,25.0849404
"57","3501110115","王慶森診所","台北市內湖區港墘路65號","臺北市","1011100310","內湖","501110514","三軍總醫院附設民眾診療服務處","1101110026","康寧醫療財團法人康寧醫院",NA,"",NA,"",121.5783256,25.0811872
"58","3501110982","馬思特診所","台北市內湖區成功路4段53號1樓","臺北市","1011100910","健康內湖","501110514","三軍總醫院附設民眾診療服務處","1101020018","國泰醫療財團法人國泰綜合醫院",NA,"",NA,"",121.5921395,25.0816365
"59","3501112520","顏鳳麟婦產科診所","台北市內湖區成功路4段28號2樓","臺北市","1011100910","健康內湖","501110514","三軍總醫院附設民眾診療服務處","1101020018","國泰醫療財團法人國泰綜合醫院",NA,"",NA,"",121.591469,25.08154
"60","3501111167","西湖安康診所","台北市內湖區內湖路1段285巷65弄18號1樓","臺北市","1011100910","健康內湖","501110514","三軍總醫院附設民眾診療服務處","1101020018","國泰醫療財團法人國泰綜合醫院",NA,"",NA,"",121.5677034,25.0846478
"61","3501110802","德文復健科診所","台北市內湖區成功路4段36號2樓","臺北市","1011100910","健康內湖","501110514","三軍總醫院附設民眾診療服務處","1101020018","國泰醫療財團法人國泰綜合醫院",NA,"",NA,"",121.5917215,25.0818745
"62","3501111167","西湖安康診所","台北市內湖區內湖路1段285巷65弄18號1樓","臺北市","1011100910","健康內湖","501110514","三軍總醫院附設民眾診療服務處","1101020018","國泰醫療財團法人國泰綜合醫院",NA,"",NA,"",121.5677034,25.0846478
"63","3501170255","朱耳鼻喉科診所","台北市信義區忠孝東路5段452號","臺北市","1011200304","永春照護網","401180014","國立臺灣大學醫學院附設醫院","101090517","臺北市立聯合醫院","501110514","三軍總醫院附設民眾診療服務處",NA,"",121.576326,25.040672
"64","3501173425","林應然小兒科診所","台北市信義區福德街75號","臺北市","1011200304","永春照護網","401180014","國立臺灣大學醫學院附設醫院","101090517","臺北市立聯合醫院","501110514","三軍總醫院附設民眾診療服務處",NA,"",121.5810812,25.0368775
"65","3501120406","吳復健科診所","台北市南港區南港路1段172號1-2樓","臺北市","1011200304","永春照護網","401180014","國立臺灣大學醫學院附設醫院","101090517","臺北市立聯合醫院","501110514","三軍總醫院附設民眾診療服務處",NA,"",121.611617,25.0553881
"66","3501014127","沛恩診所","台北市松山區南京東路四段69號2樓","臺北市","1011200304","永春照護網","401180014","國立臺灣大學醫學院附設醫院","101090517","臺北市立聯合醫院","501110514","三軍總醫院附設民眾診療服務處",NA,"",121.5530504,25.0519168
"67","3501171529","詠康復健科診所","台北市信義區忠孝東路5段242號3樓244號3樓","臺北市","1011200304","永春照護網","401180014","國立臺灣大學醫學院附設醫院","101090517","臺北市立聯合醫院","501110514","三軍總醫院附設民眾診療服務處",NA,"",121.572136,25.040743
"68","3501010012","榮恩耳鼻喉科小兒科聯合診所","台北市松山區南京東路5段258號","臺北市","1011200304","永春照護網","401180014","國立臺灣大學醫學院附設醫院","101090517","臺北市立聯合醫院","501110514","三軍總醫院附設民眾診療服務處",NA,"",121.5664497,25.0511463
"69","3501160204","吉安診所","台北市北投區西安街1段281巷18號","臺北市","1011500410","陽明欒樹","101090517","臺北市立聯合醫院","1101150011","新光醫療財團法人新光吳火獅紀念醫院",NA,"",NA,"",121.5161462,25.1115582
"70","3501162502","惠康診所","台北市北投區西安街2段113號","臺北市","1011500410","陽明欒樹","101090517","臺北市立聯合醫院","1101150011","新光醫療財團法人新光吳火獅紀念醫院",NA,"",NA,"",121.5125149,25.1182366
"71","3501150208","李世澤小兒科內科診所","台北市士林區社子街67號","臺北市","1011500410","陽明欒樹","101090517","臺北市立聯合醫院","1101150011","新光醫療財團法人新光吳火獅紀念醫院",NA,"",NA,"",121.5067042,25.0874854
"72","3501160204","吉安診所","台北市北投區西安街1段281巷18號","臺北市","1011500410","陽明欒樹","101090517","臺北市立聯合醫院","1101150011","新光醫療財團法人新光吳火獅紀念醫院",NA,"",NA,"",121.5161462,25.1115582
"73","3501162502","惠康診所","台北市北投區西安街2段113號","臺北市","1011500410","陽明欒樹","101090517","臺北市立聯合醫院","1101150011","新光醫療財團法人新光吳火獅紀念醫院",NA,"",NA,"",121.5125149,25.1182366
"74","3501150422","存德小兒科診所","台北市士林區文林路460號","臺北市","1011500410","陽明欒樹","101090517","臺北市立聯合醫院","1101150011","新光醫療財團法人新光吳火獅紀念醫院",NA,"",NA,"",121.5246202,25.0956427
"75","3501151750","芝山診所","台北市士林區忠義街82號1樓","臺北市","1011500410","陽明欒樹","101090517","臺北市立聯合醫院","1101150011","新光醫療財團法人新光吳火獅紀念醫院",NA,"",NA,"",121.5317716,25.1062089
"76","3501151661","家庭醫師張正弘診所","台北市士林區天玉街38巷9號","臺北市","1011500411","陽明(草山)","101090517","臺北市立聯合醫院","1101150011","新光醫療財團法人新光吳火獅紀念醫院",NA,"",NA,"",121.5290841,25.1205138
"77","3501151849","忠誠聯合診所","台北市士林區德行東路109巷102弄6號1樓","臺北市","1011500411","陽明(草山)","101090517","臺北市立聯合醫院","1101150011","新光醫療財團法人新光吳火獅紀念醫院",NA,"",NA,"",121.5291425,25.1108147
"78","3501153236","貝爾聯合診所","台北市士林區中山北路7段82巷9號1摟","臺北市","1011500411","陽明(草山)","101090517","臺北市立聯合醫院","1101150011","新光醫療財團法人新光吳火獅紀念醫院",NA,"",NA,"",121.5324362,25.1213853
"79","3501151018","林博通醫師診所","台北市士林區通河街60號1樓","臺北市","1011500411","陽明(草山)","101090517","臺北市立聯合醫院","1101150011","新光醫療財團法人新光吳火獅紀念醫院",NA,"",NA,"",121.5210379,25.0806824
"80","3501162879","陳珀勳診所","台北市北投區明德路85號","臺北市","1011500411","陽明(草山)","101090517","臺北市立聯合醫院","1101150011","新光醫療財團法人新光吳火獅紀念醫院",NA,"",NA,"",121.5186953,25.1089257
"81","3531142938","黃天一耳鼻喉科診所","新北市蘆洲區中山一路180號1樓","新北市","1011500414","陽明(群五)","101090517","臺北市立聯合醫院",NA,"",NA,"",NA,"",121.4740743,25.0811991
"82","3501150413","柯耳鼻喉科診所","台北市士林區大東路144號","臺北市","1011500414","陽明(群五)","101090517","臺北市立聯合醫院",NA,"",NA,"",NA,"",121.5254776,25.0920782
"83","3501160099","石牌李力成診所","台北市北投區西安街1段281巷15號","臺北市","1011500414","陽明(群五)","101090517","臺北市立聯合醫院",NA,"",NA,"",NA,"",121.5163207,25.1115095
"84","3501151438","德福診所","台北市士林區大東路77號","臺北市","1011500414","陽明(群五)","101090517","臺北市立聯合醫院",NA,"",NA,"",NA,"",121.525548,25.0906481
"85","3501160731","林文正耳鼻喉科診所","台北市北投區明德路117號","臺北市","1011500414","陽明(群五)","101090517","臺北市立聯合醫院",NA,"",NA,"",NA,"",121.519873,25.109973
"86","3501151974","蕭雨青小兒科診所","台北市士林區延平北路5段292號1樓","臺北市","1011500414","陽明(群五)","101090517","臺北市立聯合醫院",NA,"",NA,"",NA,"",121.5096735,25.0856312
"87","3501161032","陳獻明小兒科診所","台北市北投區中央南路1段69號1樓","臺北市","1011500415","陽明(聯合)","101090517","臺北市立聯合醫院",NA,"",NA,"",NA,"",121.5013643,25.1314535
"88","3501162806","康田診所","台北市北投區自強街76號","臺北市","1011500415","陽明(聯合)","101090517","臺北市立聯合醫院",NA,"",NA,"",NA,"",121.5143673,25.1104933
"89","3501113090","誠康診所","台北市內湖區內湖路1段585號","臺北市","1011500415","陽明(聯合)","101090517","臺北市立聯合醫院",NA,"",NA,"",NA,"",121.5730265,25.0811071
"90","3501151125","蘇惠珍皮膚科診所","台北市士林區忠義街83號","臺北市","1011500415","陽明(聯合)","101090517","臺北市立聯合醫院",NA,"",NA,"",NA,"",121.5319739,25.1060953
"91","3501113090","誠康診所","台北市內湖區內湖路1段585號","臺北市","1011500415","陽明(聯合)","101090517","臺北市立聯合醫院",NA,"",NA,"",NA,"",121.5730265,25.0811071
"92","3501151714","安寧診所","台北市士林區華齡街2巷5號1樓","臺北市","1011500710","士林","1101160017","振興醫療財團法人振興醫院","601160016","臺北榮民總醫院",NA,"",NA,"",121.5199072,25.0828684
"93","3501151643","梁如蘭眼科診所","台北市士林區中山北路6段266號1樓","臺北市","1011500710","士林","1101160017","振興醫療財團法人振興醫院","601160016","臺北榮民總醫院",NA,"",NA,"",121.5256132,25.1097038
"94","3501154082","博政骨科診所","台北市士林區德行西路99號1樓、101號1樓","臺北市","1011500710","士林","1101160017","振興醫療財團法人振興醫院","601160016","臺北榮民總醫院",NA,"",NA,"",121.521176,25.104306
"95","3501153370","台美診所","台北市士林區中山北路6段192號","臺北市","1011500710","士林","1101160017","振興醫療財團法人振興醫院","601160016","臺北榮民總醫院",NA,"",NA,"",121.525318,25.107853
"96","3501154288","天母康健身心診所","台北市士林區德行西路100號","臺北市","1011500710","士林","1101160017","振興醫療財團法人振興醫院","601160016","臺北榮民總醫院",NA,"",NA,"",121.521173,25.104071
"97","3501151269","粱耳鼻喉科診所","台北市士林區社正路12-1號","臺北市","1011500710","士林","1101160017","振興醫療財團法人振興醫院","601160016","臺北榮民總醫院",NA,"",NA,"",121.509311,25.0885357
"98","3501153138","鄭福山婦產科診所","台北市士林區中山北路6段256號","臺北市","1011500710","士林","1101160017","振興醫療財團法人振興醫院","601160016","臺北榮民總醫院",NA,"",NA,"",121.525567,25.1094445
"99","3501161238","祐民聯合診所","台北市北投區中央南路1段207號1、2、3樓","臺北市","1011600712","北投","1101160017","振興醫療財團法人振興醫院","601160016","臺北榮民總醫院",NA,"",NA,"",121.5013486,25.1283396
"100","3501162726","王景平眼科診所","台北市北投區中央南路1段205號","臺北市","1011600712","北投","1101160017","振興醫療財團法人振興醫院","601160016","臺北榮民總醫院",NA,"",NA,"",121.5013354,25.1283829
"101","3501160973","蔡秉勳小兒科診所","台北市北投區中和街281號1樓","臺北市","1011600712","北投","1101160017","振興醫療財團法人振興醫院","601160016","臺北榮民總醫院",NA,"",NA,"",121.500361,25.140278
"102","3501160286","永安家庭醫學科診所","台北市北投區中央北路1段172號(實際使用:一、二層)","臺北市","1011600712","北投","1101160017","振興醫療財團法人振興醫院","601160016","臺北榮民總醫院",NA,"",NA,"",121.498204,25.135722
"103","3501160231","洪耳鼻喉科診所","台北市北投區中央南路1段43號","臺北市","1011600712","北投","1101160017","振興醫療財團法人振興醫院","601160016","臺北榮民總醫院",NA,"",NA,"",121.5014555,25.1322011
"104","3501160982","清田婦產科家醫科診所","台北市北投區中和街268號","臺北市","1011600712","北投","1101160017","振興醫療財團法人振興醫院","601160016","臺北榮民總醫院",NA,"",NA,"",121.500679,25.1401886
"105","3531100421","李兆然家醫科診所","新北市淡水區學府路18號","新北市","1011600712","北投","1101160017","振興醫療財團法人振興醫院","601160016","臺北榮民總醫院",NA,"",NA,"",121.4477979,25.1679397
"106","3501161121","邱耳鼻喉科診所","台北市北投區石牌路1段23號1、2樓","臺北市","1011600714","石牌","1101160017","振興醫療財團法人振興醫院","601160016","臺北榮民總醫院",NA,"",NA,"",121.5099068,25.1129664
"107","3501161363","昱德聯合診所","台北市北投區光明路102號","臺北市","1011600714","石牌","1101160017","振興醫療財團法人振興醫院","601160016","臺北榮民總醫院",NA,"",NA,"",121.5012122,25.1330835
"108","3501153745","愛林診所","台北市士林區後港街210號1、2樓","臺北市","1011600714","石牌","1101160017","振興醫療財團法人振興醫院","601160016","臺北榮民總醫院",NA,"",NA,"",121.520599,25.0883909
"109","3501162664","王永良診所","台北市北投區自強街94號","臺北市","1011600714","石牌","1101160017","振興醫療財團法人振興醫院","601160016","臺北榮民總醫院",NA,"",NA,"",121.5149534,25.1106334
"110","3501162673","翰譽耳鼻喉科診所","台北市北投區中央南路1段189號","臺北市","1011600714","石牌","1101160017","振興醫療財團法人振興醫院","601160016","臺北榮民總醫院",NA,"",NA,"",121.501265,25.1288059
"111","3501161363","昱德聯合診所","台北市北投區光明路102號","臺北市","1011600714","石牌","1101160017","振興醫療財團法人振興醫院","601160016","臺北榮民總醫院",NA,"",NA,"",121.5012122,25.1330835
"112","3501163027","周仁德診所","台北市北投區中和街55號1樓","臺北市","1011603003","磺溪照護網","401180014","國立臺灣大學醫學院附設醫院","601160016","臺北榮民總醫院",NA,"",NA,"",121.502126,25.138545
"113","3501163036","黃正宏診所","台北市北投區西安街1段359號","臺北市","1011603003","磺溪照護網","401180014","國立臺灣大學醫學院附設醫院","601160016","臺北榮民總醫院",NA,"",NA,"",121.5153328,25.1142483
"114","3501153512","志明眼科診所〈士東聯合診所〉","台北市士林區中山北路6段776巷82號B1","臺北市","1011603003","磺溪照護網","401180014","國立臺灣大學醫學院附設醫院","601160016","臺北榮民總醫院",NA,"",NA,"",121.5298591,25.1141623
"115","3501161149","余世仁復健科診所","台北市北投區中央北路1段10號1樓","臺北市","1011603003","磺溪照護網","401180014","國立臺灣大學醫學院附設醫院","601160016","臺北榮民總醫院",NA,"",NA,"",121.5010412,25.133883
"116","3501161461","佳韻婦產科診所","台北市北投區中央南路1段42號2樓","臺北市","1011603003","磺溪照護網","401180014","國立臺灣大學醫學院附設醫院","601160016","臺北榮民總醫院",NA,"",NA,"",121.5012392,25.13229
"117","3501160482","宏德診所","台北市北投區尊賢街272號","臺北市","1011603003","磺溪照護網","401180014","國立臺灣大學醫學院附設醫院","601160016","臺北榮民總醫院",NA,"",NA,"",121.5070082,25.1176562
"118","3501153521","信恩復健科診所〈士東聯合診所〉","台北市士林區中山北路6段776巷82號B1","臺北市","1011603003","磺溪照護網","401180014","國立臺灣大學醫學院附設醫院","601160016","臺北榮民總醫院",NA,"",NA,"",121.5298591,25.1141623
